,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
6234,Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
6238,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
6239,Hyundai Verna 1.6 CRDi S,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5
6240,Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5
6241,Honda Brio 1.2 E MT,2017,400000,50000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,109Nm@ 4500rpm,5
6242,Maruti Swift Dzire VDI,2017,700000,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
6243,Maruti Baleno Alpha 1.3,2017,800000,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5
6244,Honda Jazz 1.5 V i DTEC,2015,600000,90000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200Nm@ 1750rpm,5
6245,Maruti Swift VDI BSIV,2016,580000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
6246,Renault KWID RXT,2016,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5
6247,Ford Figo Diesel ZXI,2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5
6248,Mahindra XUV500 W10 2WD,2017,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
6249,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
6250,Toyota Innova 2.5 V Diesel 7-seater,2011,700000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
6251,Ford Figo 1.5D Titanium Opt MT,2016,459999,69000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
6252,Maruti Ciaz ZDi Plus SHVS,2017,860000,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5
6253,Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086,68.1,99.1Nm@ 4500rpm,5
6254,Renault KWID RXT Optional,2016,390000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5
6256,Maruti Alto LX BSIII,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6258,BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4
6260,Hyundai Xcent 1.1 CRDi SX Option,2018,665000,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
6261,Hyundai i20 1.2 Asta,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6262,Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,62000,Diesel,Dealer,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,5
6264,Mahindra Thar CRDe,2019,975000,12584,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6
6267,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5
6268,Maruti Swift VXI,2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5
6269,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
6270,Maruti Ertiga ZDI Plus,2018,950000,48500,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200Nm@ 1750rpm,7
6272,Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6273,Hyundai i20 Asta 1.2,2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6274,Maruti Vitara Brezza ZDi,2018,910000,36500,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5
6275,Maruti Swift Dzire VDI Optional,2018,751000,44885,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
6277,Tata Indica Vista Terra 1.4 TDI,2009,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135Nm@ 2500rpm,5
6283,Hyundai Creta 1.6 SX Diesel,2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,259.87NM@ 1500-3000rpm,5
6284,Maruti Ertiga SHVS VDI,2019,925000,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7
6285,Maruti Ertiga ZDI,2016,725000,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,200Nm@ 1750rpm,7
6286,Maruti Ertiga VDI,2013,550000,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7
6287,Hyundai i20 Diesel Asta Option,2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
6288,Toyota Innova 2.5 V Diesel 7-seater,2013,750000,95000,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
6289,Honda City 1.5 V MT,2013,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497,118.0,146Nm at 4800 rpm,5
6290,Datsun GO Plus T,2017,325000,65000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,7
6291,Maruti Ertiga VDI,2017,725000,76000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,200Nm@ 1750rpm,7
6292,Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,130Nm@ 4000rpm,7
6293,Maruti Swift Dzire VDI,2017,625000,70000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6295,Maruti Swift ZDi,2014,470000,89000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
6296,Toyota Innova Crysta 2.4 VX MT,2017,1750000,98000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343Nm@ 1400-2800rpm,7
6297,Toyota Innova Crysta 2.4 VX MT,2016,1650000,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343Nm@ 1400-2800rpm,7
6299,Maruti Swift VDI,2013,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
6300,Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
6301,Hyundai EON Era Plus,2016,275000,49200,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6302,Honda Civic 1.8 V MT,2009,220000,125000,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,172Nm@ 4300rpm,5
6303,Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5
6304,Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101Nm@ 3000rpm,5
6305,Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6306,Maruti Wagon R LXI Minor,2007,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5
6307,Maruti Wagon R LXI,2006,90000,168000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5
6308,Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
6309,Hyundai Grand i10 CRDi Sportz,2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
6310,Maruti Swift VDI BSIV,2016,595000,131111,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
6311,Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,"16@ 2,000(kgm@ rpm)",5
6312,Maruti Swift Dzire VDi,2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5
6313,Maruti Alto K10 VXI Airbag,2016,310000,23400,Petrol,Individual,Manual,Second Owner,23.95,998,67.1,90Nm@ 3500rpm,5
6314,Maruti Celerio VXI MT BSIV,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5
6316,Mahindra XUV500 W8 2WD,2014,750000,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
6317,Hyundai Santro Sportz AMT BSIV,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5
6318,Tata Manza Aqua Quadrajet BS IV,2010,180000,80000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
6319,Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6320,Maruti 800 AC,1998,40000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6321,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
6322,Maruti Alto LXi BSIII,2007,140000,35000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6323,Maruti Zen VXI,2003,200000,121000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,78Nm@ 4500rpm,5
6324,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,110000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
6325,Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6326,Maruti Swift Vdi BSIII,2010,305000,175000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190Nm@ 2000rpm,5
6328,Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6329,Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6330,Mahindra Xylo D2 BS IV,2010,465000,77088,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,220Nm at 1400-2600 rpm,8
6331,Nissan Micra Diesel XV,2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,160Nm@ 2000rpm,5
6332,Mahindra Bolero 2011-2019 SLX,2016,570000,136511,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
6333,Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130Nm@ 4000rpm,7
6334,Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130Nm@ 4000rpm,7
6335,Maruti Swift Dzire ZXI,2016,620000,36000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5
6336,Maruti Wagon R VXI BS IV,2012,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5
6337,BMW X1 sDrive20d,2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05,1995,184.0,380Nm@ 1750-2750rpm,5
6338,Maruti Wagon R Duo Lxi,2012,300000,60000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5
6339,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,197Nm@ 1750rpm,5
6340,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
6341,Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,327Nm@ 2600rpm,5
6342,Maruti Swift Dzire LDI Optional,2015,470000,70000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
6343,Tata Zest Quadrajet 1.3 XT,2017,400000,85000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5
6344,Maruti Wagon R Stingray VXI,2014,300000,60000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5
6345,Maruti Alto 800 Base,2015,170000,20000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6346,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5
6347,Mahindra Xylo D2,2009,121000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,220Nm at 1400-2600 rpm,8
6350,Maruti Vitara Brezza VDi Option,2016,650000,80000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,200Nm@ 1750rpm,5
6351,Tata Bolt Revotron XE,2017,350000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
6352,Chevrolet Beat Diesel,2013,125000,139000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5
6353,Maruti Alto AX,2005,80000,90000,Petrol,Individual,Automatic,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6355,Honda City 2017-2020 GXi,2008,250000,100000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
6356,Volkswagen Vento Diesel Trendline,2011,225000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
6357,Mahindra Bolero SLX,2007,215000,105000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
6358,Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.24nm@ 1750-2250rpm,5
6359,Hyundai Xcent 1.2 VTVT S,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5
6360,Maruti Alto 800 LXI,2015,245000,36710,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6362,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,28180,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,200Nm@ 1750rpm,5
6364,Tata Harrier XZ BSIV,2019,1700000,15000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,350Nm@ 1750-2500rpm,5
6365,Datsun GO Plus T VDC,2019,590000,4000,Petrol,Individual,Manual,First Owner,19.72,1198,67.0,104Nm@ 4000rpm,7
6366,Maruti Ritz VDi,2014,370000,30000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
6367,Maruti Swift VXI,2013,350000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,114Nm@ 4000rpm,5
6368,Maruti Baleno Alpha 1.2,2017,580000,20000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5
6369,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
6370,Hyundai i20 Active 1.2 S,2017,600000,19000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5
6371,Ford Endeavour 2.2 Titanium AT 4X2,2016,2400000,30000,Diesel,Individual,Automatic,First Owner,12.62,2198,158.0,385Nm@ 1600-2500rpm,7
6372,Hyundai i20 1.2 Magna Executive,2017,450000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6373,Tata Indigo CS LX (TDI) BS III,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135Nm@ 2500rpm,5
6374,Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5
6375,Maruti Alto 800 LXI,2013,185000,85000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6376,Maruti Swift AMT VXI,2018,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5
6377,Hyundai i20 Active SX Petrol,2019,700000,20000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5
6378,Maruti Wagon R VXI Optional,2017,390000,25000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5
6379,Tata Nexon 1.2 Revotron XM,2018,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5
6380,Maruti Swift Dzire VXI,2014,400000,50000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5
6381,Hyundai i20 1.4 CRDi Asta,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
6382,Toyota Corolla Altis 1.8 VL AT,2009,400000,90000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,173Nm@ 4000rpm,5
6383,Tata Zest Revotron 1.2T XMS,2019,620000,100000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
6384,Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,180000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,160Nm@ 2000rpm,5
6385,Maruti Alto 800 LXI,2013,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6386,Maruti Ritz VDi,2012,270000,80000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
6387,Maruti Zen Std,1999,45000,100000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78Nm@ 4500rpm,5
6388,Hyundai EON D Lite Plus,2014,220000,93000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6389,Mahindra Bolero 2011-2019 DI - AC BS III,2014,550000,11500,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
6390,Hyundai i20 Asta 1.2,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5
6392,Mahindra Xylo D2 Maxx,2015,650000,50000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,9
6393,Honda City V MT,2012,550000,120000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146Nm@ 4800rpm,5
6394,Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6395,Maruti 800 Std,2004,40000,57000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6396,Hyundai EON Era Plus,2016,280000,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6397,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499,110.5,136Nm@ 4250rpm,5
6398,Maruti Alto 800 LXI,2017,290000,90000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,69Nm@ 3500rpm,5
6399,Hyundai i20 Active 1.4 S,2018,720000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
6400,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,800000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
6401,Hyundai i10 Era,2012,265000,20000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5
6402,Maruti Alto LX BSIII,2010,135000,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6403,Ford Figo 1.5D Ambiente MT,2016,350000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
6405,Chevrolet Enjoy 1.3 TCDi LS 8,2016,490000,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,172.5Nm@ 1750rpm,8
6406,Hyundai Verna 1.6 SX,2012,450000,72000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
6407,Mahindra Scorpio 1.99 S8,2016,950000,50000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
6408,Maruti Swift Dzire ZXi,2012,355000,90000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,114Nm@ 4000rpm,5
6409,Hyundai Elite i20 Petrol Asta,2019,700000,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5
6410,Mahindra Scorpio VLX 2WD BSIII,2012,459999,70000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8
6411,Volkswagen Polo Diesel Highline 1.2L,2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,180Nm@ 2000rpm,5
6412,Maruti Alto LX BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6413,Maruti Alto 800 LX,2016,290000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6414,Honda WR-V i-DTEC VX,2019,1000000,72000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200Nm@ 1750rpm,5
6415,Tata Indica V2 LSi,2008,85000,25000,Petrol,Individual,Manual,Second Owner,16.84,1193,64.4,99.8Nm@ 2700rpm,5
6416,Maruti Alto LXI,2003,65000,114000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6417,Honda City 1.5 EXI,2005,75000,120000,Petrol,Individual,Manual,First Owner,13.0,1493,100.0,13.1kgm@ 4600rpm,5
6418,Skoda Octavia Ambiente 1.9 TDI MT,2003,100000,250000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,210 / 1900,5
6419,Tata Indica Vista Terra 1.4 TDI,2009,170000,55768,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135Nm@ 2500rpm,5
6420,Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
6421,Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.79,998,67.05,90Nm@ 3500rpm,5
6422,Tata Tigor 1.2 Revotron XZ,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5
6423,Maruti Alto K10 VXI,2017,250000,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5
6424,Maruti Swift Dzire VDI,2013,395000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6425,Hyundai Grand i10 Asta Option,2014,375000,60000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
6426,Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135 Nm at 2500  rpm ,5
6427,Maruti Ritz VDi,2011,290000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,113Nm@ 4500rpm,5
6428,Tata Tiago 1.2 Revotron XZ,2017,409999,60000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
6429,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,200000,30000,Petrol,Individual,Manual,First Owner,16.5,995,63.0,90.3Nm@ 4200rpm,5
6430,Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250Nm@ 1500-2500rpm,5
6431,Maruti 800 Std,2003,50000,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6432,Renault Duster 110PS Diesel RxZ,2012,450000,100000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5
6433,Mahindra XUV500 W8 4WD,2012,650000,80000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
6434,Volkswagen CrossPolo 1.5 TDI,2014,300000,84000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.5,230Nm@ 1500-2500rpm,5
6435,Ford Fiesta 1.5 TDCi Ambiente,2014,425000,60000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,204Nm@ 2000-2750rpm,5
6436,Maruti Zen VXI,1998,55000,50000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78Nm@ 4500rpm,5
6437,Hyundai i10 Magna 1.2 iTech SE,2011,200000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5
6438,Mahindra XUV500 W10 2WD,2015,975000,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
6439,Mahindra Bolero 2011-2019 SLX,2013,450000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
6440,Mahindra Bolero 2011-2019 ZLX,2014,600000,82500,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
6441,Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9
6442,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,87000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,190Nm@ 1750rpm,5
6443,Mahindra Xylo E4,2010,300000,120000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7
6444,Tata Zest Revotron 1.2T XM,2016,350000,70000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
